img1001,0,433,570,12,22
img1001,0,183,824,18,11
img1001,0,647,457,18,16
img1001,0,477,452,18,18
img1001,0,933,77,21,14
img1001,0,661,1046,22,11
img1001,0,939,23,10,23
img1001,0,433,570,12,22
img1001,0,183,824,18,11
img1001,0,647,457,18,16
img1001,0,477,452,18,18
img1001,0,933,77,21,14
img1001,0,661,1046,22,11
img1001,0,939,416,26,30
img1001,0,1160,398,22,8
img1001,0,561,473,17,22
img1001,0,773,432,24,12
img1001,0,1073,507,16,8
img1001,0,1084,505,20,12
img1001,0,544,480,16,14
img1001,0,860,549,22,23
img1001,0,944,884,17,27
img1001,0,948,45,16,30
img1001,0,1003,407,22,27
img1001,0,716,522,17,22
img1001,0,939,416,26,30
img1001,0,1160,398,22,8
img1001,0,561,473,17,22
img1001,0,773,432,24,12
img1001,0,1073,507,16,8
img1001,0,1084,505,20,12
img1001,0,544,480,16,14
img1001,0,860,549,22,23
img1001,0,944,884,17,27
img1001,0,948,45,16,30
img1001,0,1003,407,22,27
img1001,0,716,522,17,22
img1001,0,1379,738,22,24
img1001,0,1824,284,22,29
img1001,0,1751,1037,16,22
img1001,0,1415,560,6,15
img1001,0,1483,501,13,14
img1001,0,1376,894,13,18
img1001,0,1535,961,22,19
img1001,0,1496,495,12,22
img1001,0,1379,738,22,24
img1001,0,1824,284,22,29
img1001,0,1751,1037,16,22
img1001,0,1415,560,6,15
img1001,0,1483,501,13,14
img1001,0,1376,894,13,18
img1001,0,1535,961,22,19
img1001,0,1496,495,12,22
img1001,0,939,23,10,23
img1001,0,433,570,12,22
img1001,0,183,824,18,11
img1001,0,647,457,18,16
img1001,0,477,452,18,18
img1001,0,933,77,21,14
img1001,0,661,1046,22,11
img1001,0,939,23,10,23
img1001,0,433,570,12,22
img1001,0,183,824,18,11
img1001,0,647,457,18,16
img1001,0,477,452,18,18
img1001,0,933,77,21,14
img1001,0,661,1046,22,11
img1001,0,478,461,24,62
img1001,0,433,347,74,20
img1001,0,146,353,24,45
img1001,0,366,1260,48,51
img1001,0,410,1246,40,64
img1001,0,376,1252,28,70
img1001,0,290,1247,42,74
img1001,0,235,1254,44,76
img1001,2,847,323,13,18
img1001,0,664,401,76,33
img1001,0,805,401,29,57
img1001,0,491,318,25,34
img1001,0,848,455,19,64
img1001,0,855,368,53,19
img1001,0,910,398,24,58
img1001,0,745,395,45,38
img1001,0,844,526,64,48
img1001,0,895,527,30,70
img1001,0,446,338,52,35
img1001,0,858,518,35,62
img1001,0,587,601,37,22
img1001,0,631,841,61,54
img1001,0,592,567,31,34
img1001,0,1104,524,36,44
img1001,0,1249,0,17,33
img1001,0,1165,536,21,40
img1001,0,1080,515,23,70
img1001,0,1109,512,25,70
img1001,0,1043,534,46,51
img1001,0,1117,659,82,25
img1001,0,1059,632,98,23
img1001,0,1142,520,19,51
img1001,0,1130,650,55,42
img1001,0,1076,623,64,38
img1001,0,1054,525,27,69
img1001,0,1889,0,30,62
img1001,0,1707,64,17,31
img1001,0,1759,30,42,43
img1001,0,1750,37,24,39
img1001,0,1753,194,37,52
img1001,0,1792,14,48,53
img1001,0,1826,330,43,58
img1001,0,1725,41,34,41
img1001,0,1375,549,66,25
img1002,0,210,210,17,22
img1002,0,904,796,26,14
img1002,0,783,865,17,11
img1002,0,328,446,16,15
img1002,0,544,931,23,18
img1002,0,491,934,22,11
img1002,0,258,600,28,5
img1002,0,327,939,17,19
img1002,0,153,530,17,22
img1002,0,58,262,11,19
img1002,0,106,207,22,29
img1002,0,435,931,22,18
img1002,0,239,575,26,8
img1002,0,210,210,17,22
img1002,0,904,796,26,14
img1002,0,783,865,17,11
img1002,0,328,446,16,15
img1002,0,544,931,23,18
img1002,0,491,934,22,11
img1002,0,258,600,28,5
img1002,0,327,939,17,19
img1002,0,153,530,17,22
img1002,0,58,262,11,19
img1002,0,106,207,22,29
img1002,0,435,931,22,18
img1002,0,1112,231,23,8
img1002,0,836,775,17,8
img1002,0,679,672,12,15
img1002,0,598,689,28,8
img1002,0,837,774,28,23
img1002,0,816,888,20,23
img1002,0,831,780,28,14
img1002,0,831,829,27,12
img1002,0,932,782,13,23
img1002,0,775,540,16,30
img1002,0,969,631,12,26
img1002,0,828,820,26,11
img1002,0,923,415,10,23
img1002,0,845,764,21,18
img1002,0,830,729,28,8
img1002,0,1112,231,23,8
img1002,0,836,775,17,8
img1002,0,679,672,12,15
img1002,0,598,689,28,8
img1002,0,837,774,28,23
img1002,0,816,888,20,23
img1002,0,831,780,28,14
img1002,0,831,829,27,12
img1002,0,932,782,13,23
img1002,0,775,540,16,30
img1002,0,969,631,12,26
img1002,0,828,820,26,11
img1002,0,923,415,10,23
img1002,0,845,764,21,18
img1002,0,830,729,28,8
img1002,0,1804,902,22,6
img1002,0,990,479,16,20
img1002,0,1442,200,17,22
img1002,0,1804,902,22,6
img1002,0,990,479,16,20
img1002,0,1442,200,17,22
img1002,0,239,575,26,8
img1002,0,210,210,17,22
img1002,0,904,796,26,14
img1002,0,783,865,17,11
img1002,0,328,446,16,15
img1002,0,544,931,23,18
img1002,0,491,934,22,11
img1002,0,258,600,28,5
img1002,0,327,939,17,19
img1002,0,153,530,17,22
img1002,0,58,262,11,19
img1002,0,106,207,22,29
img1002,0,435,931,22,18
img1002,0,239,575,26,8
img1002,0,210,210,17,22
img1002,0,904,796,26,14
img1002,0,783,865,17,11
img1002,0,328,446,16,15
img1002,0,544,931,23,18
img1002,0,491,934,22,11
img1002,0,258,600,28,5
img1002,0,327,939,17,19
img1002,0,153,530,17,22
img1002,0,58,262,11,19
img1002,0,106,207,22,29
img1002,0,435,931,22,18
img1002,0,558,1153,44,50
img1002,0,553,1279,58,66
img1002,0,504,1269,40,76
img1002,0,658,923,58,38
img1002,0,596,842,52,55
img1002,0,900,718,28,66
img1002,0,566,834,39,72
img1002,0,556,715,44,49
img1002,0,607,835,29,70
img1002,0,806,877,59,70
img1002,0,503,830,37,76
img1002,0,1026,397,31,54
img1002,0,1320,904,88,28
img1002,0,950,761,46,56
img1002,0,986,615,40,41
img1002,0,988,835,52,50
img1002,0,1332,892,64,52
img1002,0,992,605,28,64
img1002,0,999,822,30,76
img1003,0,920,504,11,18
img1003,0,920,504,11,18
img1003,0,912,818,23,15
img1003,0,912,818,23,15
img1003,0,1129,903,18,26
img1003,0,1129,903,18,26
img1003,0,920,504,11,18
img1003,0,920,504,11,18
img1003,0,673,323,58,45
img1003,0,668,387,76,30
img1003,0,666,470,92,31
img1003,0,666,229,70,49
img1003,0,774,235,31,86
img1003,0,865,209,33,78
img1003,0,661,273,62,49
img1003,0,641,692,88,31
img1003,0,669,566,76,30
img1003,0,640,642,92,31
img1003,0,822,858,31,84
img1003,0,669,607,90,29
img1003,0,867,830,38,79
img1003,0,1049,299,81,29
img1003,0,1276,23,72,37
img1003,0,1295,159,66,29
img1003,0,1163,399,90,37
img1003,0,1305,147,49,58
img1003,0,1054,343,84,33
img1003,0,1061,292,57,47
img1003,0,1184,514,63,46
img1003,0,1199,483,53,33
img1003,0,1158,359,88,37
img1003,0,1087,559,70,46
img1003,0,1186,433,64,46
img1003,0,982,649,27,61
img1003,0,1107,897,81,33
img1003,0,1090,803,83,34
img1003,0,1093,762,90,31
img1003,0,1190,672,88,35
img1003,0,1094,855,96,30
img1003,0,1205,838,70,34
img1003,0,1104,716,70,43
img1003,0,951,767,86,25
img1003,0,1084,686,92,32
img1003,0,1194,794,88,35
img1003,0,1199,630,66,43
img1003,0,953,843,88,33
img1003,0,956,801,83,41
img1003,0,1092,602,70,50
img1003,0,1187,556,76,44
img1003,0,1071,525,88,33
img1003,0,1197,708,70,46
img1003,0,1202,750,75,44
img1003,0,988,564,35,80
img1003,0,1558,388,64,42
img1003,0,1652,542,59,72
img1003,0,1631,362,73,52
img1003,0,1382,250,98,32
img1003,0,1586,553,68,78
img1003,0,1331,578,84,36
img1004,0,212,210,22,24
img1004,0,148,205,21,26
img1004,0,212,210,22,24
img1004,0,870,933,17,27
img1004,0,870,933,17,27
img1004,0,1554,125,16,10
img1004,0,1566,122,20,15
img1004,0,1615,121,17,15
img1004,0,1596,412,23,22
img1004,0,1554,125,16,10
img1004,0,1566,122,20,15
img1004,0,1615,121,17,15
img1004,0,1596,412,23,22
img1004,0,148,205,21,26
img1004,0,212,210,22,24
img1004,0,148,205,21,26
img1004,0,212,210,22,24
img1004,0,21,394,66,48
img1004,0,369,303,66,30
img1004,0,260,424,55,62
img1004,0,0,520,103,51
img1004,0,522,288,30,35
img1004,0,164,500,94,66
img1004,0,32,326,66,58
img1004,0,123,515,66,54
img1004,0,287,333,46,52
img1004,0,158,326,55,59
img1004,0,197,327,62,53
img1004,0,78,340,63,40
img1004,0,64,417,63,66
img1004,0,240,334,56,51
img1004,0,113,406,69,75
img1004,0,0,1126,28,55
img1004,3,556,1243,26,17
img1004,0,39,1103,156,124
img1004,0,0,1122,104,95
img1004,0,0,1404,88,116
img1004,0,198,1007,66,66
img1004,0,822,290,54,22
img1004,0,691,320,101,27
img1004,0,830,283,35,37
img1004,0,787,320,90,31
img1004,0,782,284,28,34
img1004,3,639,620,18,48
img1004,3,558,802,23,24
img1004,3,903,677,49,48
img1004,0,1311,272,61,23
img1004,0,1189,129,21,18
img1004,0,1200,137,23,29
img1004,0,1133,176,34,38
img1004,0,1037,1,14,20
img1004,0,1173,108,33,12
img1004,0,1067,61,22,18
img1004,0,1108,261,39,33
img1004,0,948,325,96,20
img1004,0,1171,99,33,26
img1004,0,1209,149,29,29
img1004,0,963,320,64,31
img1004,0,1293,453,57,74
img1004,0,1289,221,33,34
img1004,0,1439,383,61,45
img1004,0,1308,237,32,38
img1004,0,1324,264,40,39
img1004,0,1353,292,42,39
img1004,0,1259,414,53,66
img1004,0,1242,372,50,66
img1004,0,1405,652,98,84
img1004,0,1591,178,37,52
img1004,0,1695,222,33,40
img1004,0,1636,194,52,20
img1004,0,1839,241,50,33
img1004,0,1624,195,31,26
img1004,0,1732,204,56,23
img1004,0,1406,336,59,56
img1004,0,1368,322,72,32
img1004,0,1676,192,35,31
img1004,0,1474,411,64,57
img1004,0,1707,295,42,29
img1004,0,1791,229,37,26
img1004,0,1848,185,44,41
img1004,0,1766,226,32,35
img1004,0,1518,436,63,75
img1004,0,1756,256,48,39
img1004,0,1644,192,35,30
img1004,0,1596,167,48,26
img1004,0,1792,194,44,27
img1004,0,1382,312,44,47
img1004,0,1549,171,46,20
img1004,0,1664,595,76,81
img1004,0,1711,668,121,76
img1004,0,1366,569,83,84
img1004,0,1645,608,114,54
img1004,0,1335,524,62,74
img1005,0,1261,601,24,8
img1005,0,1694,489,11,19
img1005,0,1261,601,24,8
img1005,0,1694,489,11,19
img1005,0,1146,502,90,24
img1005,0,1002,490,92,28
img1005,0,1363,517,98,26
img1005,0,1160,496,59,38
img1005,0,1457,515,61,38
img1005,0,1088,491,63,37
img1005,0,1304,506,66,36
img1005,0,1380,506,66,44
img1006,0,533,956,26,14
img1006,0,475,212,11,10
img1006,0,533,956,26,14
img1006,0,1538,874,13,19
img1006,0,1188,918,13,19
img1006,0,1307,917,12,18
img1006,0,1538,874,13,19
img1006,0,1188,918,13,19
img1006,0,1307,917,12,18
img1006,0,475,212,11,10
img1006,0,533,956,26,14
img1006,0,475,212,11,10
img1006,0,533,956,26,14
img1006,0,1418,667,20,22
img1006,0,1333,540,25,20
img1006,0,1424,680,26,20
img1006,0,1359,560,24,16
img1007,0,1280,386,114,132
img1007,0,1377,327,204,124
img1007,0,1546,308,175,102
img1008,0,1256,602,13,23
img1008,0,1629,148,22,23
img1008,0,1140,567,21,18
img1008,0,1256,602,13,23
img1008,0,1629,148,22,23
img1008,0,1140,567,21,18
img1008,0,314,1019,30,26
img1008,0,299,1014,26,28
img1008,0,278,1004,32,24
img1008,0,766,556,22,20
img1008,0,749,549,26,25
img1008,0,792,557,24,24
img1008,0,769,544,22,14
img1008,0,447,569,29,18
img1008,0,813,602,30,28
img1008,0,830,608,23,26
img1008,0,670,550,64,64
img1008,0,730,545,19,46
img1008,0,726,586,23,24
img1008,0,1317,743,72,45
img1008,0,1334,728,40,72
img1009,0,36,179,21,23
img1009,0,267,584,23,16
img1009,0,36,179,21,23
img1009,0,1655,421,26,34
img1009,0,1657,72,20,16
img1009,0,1218,221,20,14
img1009,0,1655,421,26,34
img1009,0,1657,72,20,16
img1009,0,1218,221,20,14
img1009,0,267,584,23,16
img1009,0,36,179,21,23
img1009,0,267,584,23,16
img1009,0,36,179,21,23
img1009,3,465,336,29,51
img1009,0,282,303,84,42
img1009,0,0,553,113,86
img1009,0,115,449,90,66
img1009,0,175,332,49,54
img1009,0,0,428,38,80
img1009,0,57,292,122,36
img1009,0,27,328,61,59
img1009,0,124,333,62,53
img1009,0,71,323,69,61
img1009,3,425,1221,54,61
img1009,0,0,988,118,91
img1009,0,0,1075,136,86
img1009,3,468,351,27,18
img1009,0,638,307,104,38
img1009,0,445,278,33,28
img1009,0,925,313,84,29
img1009,0,532,275,36,34
img1009,0,738,263,31,41
img1009,0,795,258,37,47
img1009,0,733,310,114,36
img1009,3,1252,264,15,36
img1009,0,1083,19,18,25
img1009,0,1330,249,68,25
img1009,0,1361,284,78,28
img1009,0,1213,104,33,31
img1009,0,1099,238,64,36
img1009,0,1297,186,45,43
img1009,0,1205,89,24,30
img1009,0,1404,306,55,43
img1009,0,1172,47,40,24
img1009,0,1274,430,62,76
img1009,0,1376,274,47,46
img1009,0,1250,379,59,69
img1009,0,1403,629,102,121
img1009,0,1455,746,94,115
img1009,0,1766,272,52,38
img1009,0,1611,143,26,30
img1009,0,1758,162,24,23
img1009,0,1855,191,37,41
img1009,0,1749,194,33,36
img1009,0,1710,159,60,21
img1009,0,1631,136,41,52
img1009,0,1444,329,54,64
img1009,0,1809,235,62,33
img1009,0,1630,123,55,26
img1009,0,1824,196,39,32
img1009,0,1525,435,64,53
img1009,0,1668,151,31,33
img1009,0,1787,166,61,24
img1009,0,1838,158,68,19
img1009,0,1307,489,76,80
img1009,0,1850,151,44,33
img1009,0,1722,153,40,33
img1009,0,1580,121,51,29
img1009,0,1341,242,45,40
img1009,0,1482,388,64,52
img1009,0,1689,151,37,32
img1009,0,1321,209,40,41
img1009,0,1664,595,96,45
img1009,0,1821,763,98,113
img1009,0,1736,681,132,82
img1009,0,1360,580,88,82
img1010,0,1055,257,7,24
img1010,0,1024,237,7,27
img1010,0,1222,571,20,8
img1010,0,1042,268,12,12
img1010,0,1008,755,22,16
img1010,0,1023,257,15,24
img1010,0,1055,257,7,24
img1010,0,1024,237,7,27
img1010,0,1222,571,20,8
img1010,0,1042,268,12,12
img1010,0,1008,755,22,16
img1010,0,1023,257,15,24
img1010,0,1033,266,11,12
img1010,0,1747,796,26,6
img1010,0,1640,301,23,6
img1010,0,1320,726,18,8
img1010,0,1036,244,6,15
img1010,0,1750,832,23,10
img1010,0,1436,563,18,19
img1010,0,1022,244,11,16
img1010,0,1042,262,9,22
img1010,0,1033,266,11,12
