2,207,91,4,4,0.355469
2,211,406,4,8,0.467529
0,429,0,11,5,0.565918
3,194,617,6,16,0.575684
0,443,0,14,5,0.591797
2,209,568,4,7,0.595215
0,378,0,10,6,0.652344
0,0,552,4,15,0.654785
3,207,90,4,8,0.662109
0,0,592,4,16,0.696289
0,535,30,9,17,0.713867
0,606,58,15,13,0.733398
0,543,0,10,12,0.743652
0,530,0,11,9,0.744141
3,210,406,4,11,0.749512
0,314,151,12,10,0.759277
3,208,569,5,14,0.772949
0,577,0,14,13,0.782227
0,468,28,9,14,0.798828
0,567,32,13,17,0.805176
0,317,163,14,11,0.807617
0,555,0,12,9,0.812012
0,311,140,17,10,0.814453
1,8,370,19,54,0.822754
0,480,28,11,16,0.841797
0,324,226,28,13,0.844727
0,375,49,12,17,0.850586
0,330,239,27,13,0.855469
0,310,107,24,11,0.859375
0,580,31,14,17,0.861816
0,390,51,12,17,0.865723
0,372,95,12,20,0.867188
0,309,118,25,13,0.867676
0,419,52,12,18,0.868652
0,215,141,10,19,0.869141
0,194,334,15,28,0.870605
0,336,46,11,21,0.872559
0,433,53,12,19,0.874023
0,329,297,30,16,0.882324
0,193,535,14,32,0.888672
0,179,201,10,21,0.889648
0,319,316,26,22,0.89502
0,218,465,15,34,0.911133
0,339,489,31,27,0.912598
0,299,65,26,14,0.925293
