2,539,503,4,8,0.400146,1_1
3,550,498,4,9,0.505371,1_1
3,487,501,12,5,0.605957,1_1
3,550,502,4,10,0.607422,1_1
3,487,444,14,7,0.611328,1_1
3,488,515,11,5,0.62207,1_1
3,488,521,11,4,0.638184,1_1
2,550,497,4,7,0.687988,1_1
3,539,502,5,13,0.715332,1_1
3,488,528,11,5,0.72998,1_1
2,547,480,7,7,0.730469,1_1
3,488,477,14,7,0.736816,1_1
3,488,472,14,5,0.743652,1_1
3,488,508,12,5,0.752441,1_1
3,547,480,6,14,0.776855,1_1
0,315,440,28,24,0.858887,1_1
1,525,377,14,29,0.883789,1_1
0,347,516,17,36,0.905273,1_1
1,284,513,21,40,0.912109,1_1
1,321,513,23,42,0.918457,1_1
0,528,440,15,37,0.921875,1_1
0,471,540,32,40,0.944336,1_1
2,820,386,7,9,0.737305,2_1
3,819,387,7,13,0.777832,2_1
0,868,380,14,26,0.778809,2_1
0,839,8,11,16,0.805664,2_1
0,839,28,11,20,0.8125,2_1
0,842,49,11,18,0.851562,2_1
0,856,240,14,27,0.870117,2_1
0,826,237,14,24,0.875977,2_1
0,815,36,11,18,0.891113,2_1
0,813,416,15,32,0.906738,2_1
0,815,465,15,34,0.918457,2_1
1,850,272,15,32,0.933105,2_1
2,539,503,4,8,0.400146,1_1
3,550,498,4,9,0.505371,1_1
3,487,501,12,5,0.605957,1_1
3,550,502,4,10,0.607422,1_1
3,487,444,14,7,0.611328,1_1
3,488,515,11,5,0.62207,1_1
3,488,521,11,4,0.638184,1_1
2,550,497,4,7,0.687988,1_1
3,539,502,5,13,0.715332,1_1
3,488,528,11,5,0.72998,1_1
2,547,480,7,7,0.730469,1_1
3,488,477,14,7,0.736816,1_1
3,488,472,14,5,0.743652,1_1
3,488,508,12,5,0.752441,1_1
3,547,480,6,14,0.776855,1_1
0,315,440,28,24,0.858887,1_1
1,525,377,14,29,0.883789,1_1
0,347,516,17,36,0.905273,1_1
1,284,513,21,40,0.912109,1_1
1,321,513,23,42,0.918457,1_1
0,528,440,15,37,0.921875,1_1
0,471,540,32,40,0.944336,1_1
2,539,503,4,8,0.400146,1_1
3,550,498,4,9,0.505371,1_1
3,487,501,12,5,0.605957,1_1
3,550,502,4,10,0.607422,1_1
3,487,444,14,7,0.611328,1_1
3,488,515,11,5,0.62207,1_1
3,488,521,11,4,0.638184,1_1
2,550,497,4,7,0.687988,1_1
3,539,502,5,13,0.715332,1_1
3,488,528,11,5,0.72998,1_1
2,547,480,7,7,0.730469,1_1
3,488,477,14,7,0.736816,1_1
3,488,472,14,5,0.743652,1_1
3,488,508,12,5,0.752441,1_1
3,547,480,6,14,0.776855,1_1
0,315,440,28,24,0.858887,1_1
1,525,377,14,29,0.883789,1_1
0,347,516,17,36,0.905273,1_1
1,284,513,21,40,0.912109,1_1
1,321,513,23,42,0.918457,1_1
0,528,440,15,37,0.921875,1_1
0,471,540,32,40,0.944336,1_1
2,450,386,7,9,0.737305,2_1
3,449,387,7,13,0.777832,2_1
0,498,380,14,26,0.778809,2_1
0,469,8,11,16,0.805664,2_1
0,469,28,11,20,0.8125,2_1
0,472,49,11,18,0.851562,2_1
0,486,240,14,27,0.870117,2_1
0,456,237,14,24,0.875977,2_1
0,445,36,11,18,0.891113,2_1
0,443,416,15,32,0.906738,2_1
0,445,465,15,34,0.918457,2_1
0,673,552,40,22,0.924805,2_1
1,480,272,15,32,0.933105,2_1
2,539,503,4,8,0.400146,1_1
3,550,498,4,9,0.505371,1_1
3,487,501,12,5,0.605957,1_1
3,550,502,4,10,0.607422,1_1
3,487,444,14,7,0.611328,1_1
3,488,515,11,5,0.62207,1_1
3,488,521,11,4,0.638184,1_1
2,550,497,4,7,0.687988,1_1
3,539,502,5,13,0.715332,1_1
3,488,528,11,5,0.72998,1_1
2,547,480,7,7,0.730469,1_1
3,488,477,14,7,0.736816,1_1
3,488,472,14,5,0.743652,1_1
3,488,508,12,5,0.752441,1_1
3,547,480,6,14,0.776855,1_1
0,315,440,28,24,0.858887,1_1
1,525,377,14,29,0.883789,1_1
0,347,516,17,36,0.905273,1_1
1,284,513,21,40,0.912109,1_1
1,321,513,23,42,0.918457,1_1
0,528,440,15,37,0.921875,1_1
0,471,540,32,40,0.944336,1_1
2,450,386,7,9,0.737305,2_1
3,449,387,7,13,0.777832,2_1
0,498,380,14,26,0.778809,2_1
0,469,8,11,16,0.805664,2_1
0,469,28,11,20,0.8125,2_1
0,472,49,11,18,0.851562,2_1
0,486,240,14,27,0.870117,2_1
0,456,237,14,24,0.875977,2_1
0,445,36,11,18,0.891113,2_1
0,443,416,15,32,0.906738,2_1
0,445,465,15,34,0.918457,2_1
0,673,552,40,22,0.924805,2_1
1,480,272,15,32,0.933105,2_1
