3,817,387,17,11,0.414062,2_1
3,820,399,20,12,0.753906,2_1
3,817,391,20,13,0.810547,2_1
1,842,483,43,56,0.890137,2_1
0,876,406,22,24,0.900391,2_1
3,447,387,17,11,0.414062,2_1
3,659,334,5,11,0.648438,2_1
3,450,399,20,12,0.753906,2_1
3,564,317,16,9,0.754395,2_1
2,673,335,5,10,0.772949,2_1
3,447,391,20,13,0.810547,2_1
0,701,474,25,20,0.883301,2_1
1,472,483,43,56,0.890137,2_1
0,655,365,51,21,0.899414,2_1
0,565,405,23,23,0.899414,2_1
0,506,406,22,24,0.900391,2_1
0,664,474,24,23,0.902832,2_1
0,595,405,25,25,0.903809,2_1
0,771,474,30,23,0.906738,2_1
0,626,473,29,23,0.909668,2_1
0,735,474,28,22,0.909668,2_1
0,640,345,50,22,0.909668,2_1
0,603,328,41,18,0.915039,2_1
3,447,387,17,11,0.414062,2_1
3,659,334,5,11,0.648438,2_1
3,450,399,20,12,0.753906,2_1
3,564,317,16,9,0.754395,2_1
2,673,335,5,10,0.772949,2_1
3,447,391,20,13,0.810547,2_1
0,701,474,25,20,0.883301,2_1
1,472,483,43,56,0.890137,2_1
0,655,365,51,21,0.899414,2_1
0,565,405,23,23,0.899414,2_1
0,506,406,22,24,0.900391,2_1
0,664,474,24,23,0.902832,2_1
0,595,405,25,25,0.903809,2_1
0,771,474,30,23,0.906738,2_1
0,626,473,29,23,0.909668,2_1
0,735,474,28,22,0.909668,2_1
0,640,345,50,22,0.909668,2_1
0,603,328,41,18,0.915039,2_1
